Make,Model,Vehicle Class,Body Type,Seats,Fuel Type,Battery Capacity (kWh),Electric Range (km),City MPG,Highway MPG,Combined MPG,CO2 Emissions (g/km),Drive Type,Footprint
Toyota,NX 350h AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,41.0,37.0,39.0,139.80886574620652,All Wheel Drive,
Toyota,RC 300,Subcompact Cars,Car,5,Gasoline,0.0,0.0,21.0,31.0,25.0,221.2086942473312,"2-Wheel Drive, Rear",
Toyota,RC 300 AWD,Subcompact Cars,Car,5,Gasoline,0.0,0.0,19.0,26.0,22.0,252.8987038164713,All Wheel Drive,
Toyota,RC 350,Subcompact Cars,Car,5,Gasoline,0.0,0.0,20.0,28.0,23.0,239.2285036101756,"2-Wheel Drive, Rear",
Toyota,RC 350 AWD,Subcompact Cars,Car,5,Gasoline,0.0,0.0,19.0,26.0,22.0,252.8987038164713,All Wheel Drive,
Toyota,RC F,Subcompact Cars,Car,5,Gasoline,0.0,0.0,16.0,24.0,19.0,285.2100861222613,"2-Wheel Drive, Rear",
Toyota,RX 350,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,22.0,29.0,25.0,219.9659487740316,"2-Wheel Drive, Front",
Toyota,RX 350 AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,28.0,24.0,229.9079125604285,All Wheel Drive,
Toyota,RX 350h AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,37.0,34.0,36.0,151.61494774255286,All Wheel Drive,
Toyota,RX 500h AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,27.0,28.0,27.0,199.460648464588,All Wheel Drive,
Toyota,TX 350,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,21.0,27.0,23.0,234.25752171697715,"2-Wheel Drive, Front",
Toyota,TX 350 AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,20.0,26.0,23.0,240.4712490834752,All Wheel Drive,
Toyota,TX 500h AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,27.0,28.0,27.0,200.08202120123775,All Wheel Drive,
Toyota,UX 300h,Compact Cars,Car,5,Gasoline,0.0,0.0,45.0,41.0,43.0,126.76003827656058,"2-Wheel Drive, Front",
Toyota,UX 300h,Compact Cars,Car,5,Gasoline,0.0,0.0,45.0,41.0,43.0,126.76003827656058,"2-Wheel Drive, Front",
Toyota,UX 300h AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,44.0,40.0,42.0,129.8669019598096,All Wheel Drive,
Toyota,UX 300h AWD,Compact Cars,Car,5,Gasoline,0.0,0.0,44.0,40.0,42.0,129.8669019598096,All Wheel Drive,
Ford Motor Company,AVIATOR AWD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,25.0,20.0,277.7536132824636,Part-time 4-Wheel Drive,
Ford Motor Company,AVIATOR RWD,Standard SUV 2WD,SUV,5,Gasoline,0.0,0.0,18.0,25.0,21.0,264.08341307616786,"2-Wheel Drive, Rear",
Ford Motor Company,CORSAIR AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,28.0,24.0,232.39340350702773,All Wheel Drive,
Ford Motor Company,CORSAIR FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,22.0,30.0,25.0,221.830066983981,"2-Wheel Drive, Front",
Ford Motor Company,NAUTILUS AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,29.0,24.0,227.42242161382927,All Wheel Drive,
Ford Motor Company,NAUTILUS HEV AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,30.0,31.0,30.0,180.198093628444,Part-time 4-Wheel Drive,
Ford Motor Company,NAVIGATOR 4WD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,22.0,17.0,316.9000956914014,Part-time 4-Wheel Drive,
Lotus,Emira,Two Seaters,Car,2,Gasoline,0.0,0.0,16.0,24.0,19.0,285.8314588589111,"2-Wheel Drive, Rear",
Lotus,Emira,Two Seaters,Car,2,Gasoline,0.0,0.0,18.0,26.0,21.0,256.6269402363702,"2-Wheel Drive, Rear",
Maserati,Grancabrio,Subcompact Cars,Car,5,Gasoline,0.0,0.0,17.0,26.0,20.0,267.1902767594169,All Wheel Drive,
Maserati,Grancabrio Trofeo,Subcompact Cars,Car,5,Gasoline,0.0,0.0,17.0,26.0,20.0,267.1902767594169,All Wheel Drive,
Maserati,Granturismo,Subcompact Cars,Car,5,Gasoline,0.0,0.0,18.0,27.0,21.0,256.0055674997204,All Wheel Drive,
Maserati,Granturismo Trofeo,Subcompact Cars,Car,5,Gasoline,0.0,0.0,18.0,27.0,21.0,256.0055674997204,All Wheel Drive,
Maserati,Grecale,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,28.0,24.0,226.80104887717945,All Wheel Drive,
Maserati,Grecale Modena,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,28.0,24.0,226.80104887717945,All Wheel Drive,
Maserati,Grecale Trofeo,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,25.0,20.0,268.4330222327165,All Wheel Drive,
Maserati,GT2 Stradale,Two Seaters,Car,2,Gasoline,0.0,0.0,15.0,25.0,18.0,294.5306771720084,"2-Wheel Drive, Rear",
Maserati,MC20,Two Seaters,Car,2,Gasoline,0.0,0.0,15.0,25.0,18.0,294.5306771720084,"2-Wheel Drive, Rear",
Maserati,MC20 Spyder,Two Seaters,Car,2,Gasoline,0.0,0.0,15.0,25.0,18.0,299.50165906520687,"2-Wheel Drive, Rear",
Mazda,CX-30 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,26.0,33.0,29.0,192.0041756247903,4-Wheel Drive,
Mazda,CX-30 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,30.0,25.0,219.34457603738176,4-Wheel Drive,
Mazda,CX-5 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,29.0,25.0,216.23771235413275,4-Wheel Drive,
Mazda,CX-5 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,26.0,30.0,28.0,199.460648464588,4-Wheel Drive,
Mazda,CX-5 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,22.0,27.0,24.0,229.9079125604285,4-Wheel Drive,
Mazda,MAZDA CX-50 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,25.0,31.0,28.0,200.08202120123775,4-Wheel Drive,
Mazda,MAZDA CX-50 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,29.0,25.0,220.5873215106814,4-Wheel Drive,
Mazda,MAZDA CX-50 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,39.0,37.0,38.0,144.77984763940498,4-Wheel Drive,
Mazda,MAZDA CX-50 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,39.0,37.0,38.0,144.77984763940498,4-Wheel Drive,
Mazda,MAZDA CX-70 4WD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,28.0,25.0,216.85908509078257,4-Wheel Drive,
Mazda,MAZDA CX-70 4WD,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,28.0,25.0,222.4514397206308,4-Wheel Drive,
Mazda,MAZDA CX-90 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,24.0,28.0,25.0,219.9659487740316,4-Wheel Drive,
Mazda,MAZDA CX-90 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,23.0,28.0,25.0,222.4514397206308,4-Wheel Drive,
Mazda,MAZDA3 4-Door 2WD,Compact Cars,Car,5,Gasoline,0.0,0.0,27.0,37.0,31.0,178.33397541849453,"2-Wheel Drive, Front",
Mazda,MAZDA3 4-Door 4WD,Compact Cars,Car,5,Gasoline,0.0,0.0,26.0,35.0,30.0,187.03319373159184,4-Wheel Drive,
Mazda,MAZDA3 4-Door 4WD,Compact Cars,Car,5,Gasoline,0.0,0.0,23.0,32.0,27.0,207.53849404103545,4-Wheel Drive,
Mazda,MAZDA3 5-Door 2WD,Midsize Cars,Car,5,Gasoline,0.0,0.0,26.0,36.0,30.0,183.9263300483428,"2-Wheel Drive, Front",
Mazda,MAZDA3 5-Door 2WD,Midsize Cars,Car,5,Gasoline,0.0,0.0,27.0,35.0,30.0,182.6835845750432,"2-Wheel Drive, Front",
Mazda,MAZDA3 5-Door 4WD,Midsize Cars,Car,5,Gasoline,0.0,0.0,26.0,33.0,29.0,193.2469210980899,4-Wheel Drive,
Mazda,MAZDA3 5-Door 4WD,Midsize Cars,Car,5,Gasoline,0.0,0.0,23.0,31.0,26.0,209.40261225098487,4-Wheel Drive,
Mazda,MX-5,Two Seaters,Car,2,Gasoline,0.0,0.0,26.0,34.0,29.0,189.51868467819105,"2-Wheel Drive, Rear",
Mazda,MX-5,Two Seaters,Car,2,Gasoline,0.0,0.0,26.0,35.0,29.0,187.03319373159184,"2-Wheel Drive, Rear",
Mercedes-Benz,AMG C 43 4MATIC,Compact Cars,Car,5,Gasoline,0.0,0.0,19.0,27.0,22.0,251.65595834317173,All Wheel Drive,
Mercedes-Benz,AMG CLA 35 4MATIC,Compact Cars,Car,5,Gasoline,0.0,0.0,22.0,29.0,25.0,224.9369306672301,All Wheel Drive,
Mercedes-Benz,AMG CLA 45 S 4MATIC,Compact Cars,Car,5,Gasoline,0.0,0.0,20.0,28.0,23.0,235.5002671902768,All Wheel Drive,
Mercedes-Benz,AMG CLE 53 4MATIC+ (convertible),Subcompact Cars,Car,5,Gasoline,0.0,0.0,19.0,26.0,22.0,253.5200765531212,All Wheel Drive,
Mercedes-Benz,AMG CLE 53 4MATIC+ (coupe),Subcompact Cars,Car,5,Gasoline,0.0,0.0,20.0,27.0,23.0,242.95674003007443,All Wheel Drive,
Mercedes-Benz,AMG G 63,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,14.0,16.0,15.0,377.7946238830825,4-Wheel Drive,
Mercedes-Benz,AMG GLA 35 4MATIC,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,22.0,28.0,24.0,229.9079125604285,All Wheel Drive,
Mercedes-Benz,AMG GLB 35 4MATIC,Midsize Station Wagons,Wagon,5,Gasoline,0.0,0.0,21.0,26.0,23.0,242.33536729342464,All Wheel Drive,
Mercedes-Benz,AMG GLC 43 4MATIC,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,19.0,25.0,21.0,262.8406676028683,All Wheel Drive,
Mercedes-Benz,AMG GLC 43 4MATIC (coupe),Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,18.0,24.0,21.0,269.05439496936634,All Wheel Drive,
Mercedes-Benz,AMG GLE 53 4MATIC+,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,23.0,20.0,272.7826313892652,All Wheel Drive,
Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,18.0,22.0,20.0,282.10322243901226,All Wheel Drive,
Mercedes-Benz,AMG GLE 63 S 4MATIC+,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,14.0,19.0,16.0,344.24049610399294,All Wheel Drive,
Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,14.0,19.0,16.0,344.24049610399294,All Wheel Drive,
Mercedes-Benz,AMG GLS 63 4MATIC+,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,14.0,18.0,15.0,359.1534417835883,All Wheel Drive,
Mercedes-Benz,AMG GT 43 (coupe),Subcompact Cars,Car,5,Gasoline,0.0,0.0,19.0,27.0,22.0,251.65595834317173,"2-Wheel Drive, Rear",
Mercedes-Benz,AMG GT 43 4MATIC+,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,19.0,24.0,21.0,263.46204033951807,All Wheel Drive,
Mercedes-Benz,AMG GT 53 4MATIC+,Small Station Wagons,Wagon,5,Gasoline,0.0,0.0,19.0,24.0,21.0,263.46204033951807,All Wheel Drive,
Mercedes-Benz,AMG GT 55 4MATIC+ (coupe),Two Seaters,Car,2,Gasoline,0.0,0.0,12.0,19.0,14.0,387.1152149328296,All Wheel Drive,
Mercedes-Benz,AMG GT 63 4MATIC+,Compact Cars,Car,5,Gasoline,0.0,0.0,15.0,21.0,17.0,318.14284116470105,All Wheel Drive,
Mercedes-Benz,AMG GT 63 4MATIC+ (coupe),Two Seaters,Car,2,Gasoline,0.0,0.0,12.0,19.0,14.0,387.1152149328296,All Wheel Drive,
Mercedes-Benz,AMG GT 63 PRO 4MATIC+ (coupe),Two Seaters,Car,2,Gasoline,0.0,0.0,12.0,19.0,14.0,387.1152149328296,All Wheel Drive,
Mercedes-Benz,AMG SL 43,Minicompact Cars,Car,4,Gasoline,0.0,0.0,19.0,27.0,22.0,248.5490946599227,"2-Wheel Drive, Rear",
Mercedes-Benz,AMG SL 55 4MATIC+,Minicompact Cars,Car,4,Gasoline,0.0,0.0,13.0,21.0,16.0,346.7259870505921,All Wheel Drive,
Mercedes-Benz,AMG SL 63 4MATIC+,Minicompact Cars,Car,4,Gasoline,0.0,0.0,13.0,21.0,16.0,346.7259870505921,All Wheel Drive,
Mercedes-Benz,C 300,Compact Cars,Car,5,Gasoline,0.0,0.0,25.0,35.0,29.0,190.76143015149069,"2-Wheel Drive, Rear",
Mercedes-Benz,C 300 4MATIC,Compact Cars,Car,5,Gasoline,0.0,0.0,24.0,33.0,27.0,204.4316303577864,All Wheel Drive,
Mercedes-Benz,CLA 250,Compact Cars,Car,5,Gasoline,0.0,0.0,26.0,36.0,30.0,185.1690755216424,"2-Wheel Drive, Front",
Mercedes-Benz,CLA 250 4MATIC,Compact Cars,Car,5,Gasoline,0.0,0.0,25.0,34.0,29.0,193.2469210980899,All Wheel Drive,
Mercedes-Benz,CLE 300 4MATIC (convertible),Subcompact Cars,Car,5,Gasoline,0.0,0.0,23.0,32.0,26.0,211.2667304609343,All Wheel Drive,
Mercedes-Benz,CLE 300 4MATIC (Coupe),Subcompact Cars,Car,5,Gasoline,0.0,0.0,24.0,33.0,27.0,200.7033939378876,All Wheel Drive,
Mercedes-Benz,CLE 450 4MATIC (Convertible),Subcompact Cars,Car,5,Gasoline,0.0,0.0,23.0,32.0,26.0,210.0239849876347,All Wheel Drive,
Mercedes-Benz,CLE 450 4MATIC (Coupe),Subcompact Cars,Car,5,Gasoline,0.0,0.0,23.0,33.0,26.0,210.64535772428448,All Wheel Drive,
Mercedes-Benz,E 350,Midsize Cars,Car,5,Gasoline,0.0,0.0,25.0,33.0,28.0,196.35378478133893,"2-Wheel Drive, Rear",
Mercedes-Benz,E 350 4MATIC,Midsize Cars,Car,5,Gasoline,0.0,0.0,24.0,33.0,27.0,203.1888848844868,All Wheel Drive,
Mercedes-Benz,E 450 4MATIC,Midsize Cars,Car,5,Gasoline,0.0,0.0,22.0,31.0,25.0,220.5873215106814,All Wheel Drive,
Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Midsize Station Wagons,Wagon,5,Gasoline,0.0,0.0,22.0,31.0,25.0,218.10183056408215,All Wheel Drive,
Mercedes-Benz,G 550,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,17.0,19.0,18.0,304.4726409584053,4-Wheel Drive,
Mercedes-Benz,GLA 250 4MATIC,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,25.0,33.0,28.0,195.73241204468917,All Wheel Drive,
Mercedes-Benz,GLB 250 4MATIC,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,33.0,27.0,201.3247666745374,All Wheel Drive,
Mercedes-Benz,GLC 300,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,24.0,32.0,27.0,200.7033939378876,"2-Wheel Drive, Rear",
Mercedes-Benz,GLC 300 4MATIC,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,31.0,26.0,210.0239849876347,All Wheel Drive,
Mercedes-Benz,GLC 300 4MATIC (Coupe),Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,31.0,26.0,209.40261225098487,All Wheel Drive,
Mercedes-Benz,GLE 350,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,28.0,23.0,237.36438540022615,"2-Wheel Drive, Rear",
Mercedes-Benz,GLE 350 4MATIC,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,26.0,22.0,254.7628220264208,All Wheel Drive,
Mercedes-Benz,GLE 450 4MATIC,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,25.0,21.0,263.46204033951807,All Wheel Drive,
Mercedes-Benz,GLE 450 4MATIC (coupe),Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,19.0,25.0,21.0,263.46204033951807,All Wheel Drive,
Mercedes-Benz,GLE 580 4MATIC,Standard SUV 4WD,SUV,5,Gasoline,0.0,0.0,15.0,20.0,17.0,327.4634322144482,All Wheel Drive,
Mercedes-Benz,GLS 450 4MATIC,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,19.0,24.0,21.0,265.9475312861173,All Wheel Drive,
Mercedes-Benz,GLS 580 4MATIC,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,14.0,19.0,16.0,340.5122596840941,All Wheel Drive,
Mercedes-Benz,GLS 600 4MATIC Maybach,Standard SUV 4WD,SUV,7,Gasoline,0.0,0.0,13.0,18.0,15.0,365.3671691500864,All Wheel Drive,
Mercedes-Benz,S 500 4MATIC,Large Cars,Car,5,Gasoline,0.0,0.0,21.0,31.0,24.0,226.1796761405297,All Wheel Drive,
Mercedes-Benz,S 580 4MATIC,Large Cars,Car,5,Gasoline,0.0,0.0,17.0,25.0,20.0,278.3749860191134,All Wheel Drive,
Mercedes-Benz,S 580 4MATIC Maybach,Large Cars,Car,5,Gasoline,0.0,0.0,16.0,27.0,20.0,280.23910422906283,All Wheel Drive,
Mercedes-Benz,S 680 4MATIC Maybach,Large Cars,Car,5,Gasoline,0.0,0.0,12.0,20.0,15.0,374.6877601998335,All Wheel Drive,
Bmw,Cooper Convertible,Minicompact Cars,Car,4,Gasoline,0.0,0.0,27.0,37.0,30.0,178.33397541849453,"2-Wheel Drive, Front",
Bmw,Cooper Hardtop 2 Door,Subcompact Cars,Car,5,Gasoline,0.0,0.0,28.0,39.0,32.0,170.25612984204705,"2-Wheel Drive, Front",
Bmw,Cooper Hardtop 4 Door,Compact Cars,Car,5,Gasoline,0.0,0.0,28.0,39.0,32.0,171.49887531534665,"2-Wheel Drive, Front",
Bmw,Cooper S Convertible,Minicompact Cars,Car,4,Gasoline,0.0,0.0,26.0,36.0,30.0,181.4408391017436,"2-Wheel Drive, Front",
Bmw,COOPER S HARDTOP 2 DOOR,Subcompact Cars,Car,5,Gasoline,0.0,0.0,28.0,39.0,32.0,170.87750257869686,"2-Wheel Drive, Front",
Bmw,Cooper S Hardtop 4 Door,Compact Cars,Car,5,Gasoline,0.0,0.0,28.0,39.0,32.0,169.63475710539726,"2-Wheel Drive, Front",
Bmw,Countryman S ALL4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,32.0,27.0,200.7033939378876,All Wheel Drive,
Bmw,JCW Convertible,Minicompact Cars,Car,4,Gasoline,0.0,0.0,26.0,35.0,30.0,183.9263300483428,"2-Wheel Drive, Front",
Bmw,JCW Countryman ALL4,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,30.0,26.0,211.8881031975841,All Wheel Drive,
Bmw,JCW Hardtop 2 Door,Subcompact Cars,Car,5,Gasoline,0.0,0.0,27.0,37.0,30.0,178.95534815514435,"2-Wheel Drive, Front",
Nissan,Outlander 2WD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,24.0,31.0,27.0,206.9171213043857,"2-Wheel Drive, Front",
Nissan,Outlander 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,24.0,30.0,26.0,212.5094759342339,4-Wheel Drive,
Mitsubishi Motors Co,ECLIPSE CROSS 2WD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,25.0,28.0,26.0,210.64535772428448,"2-Wheel Drive, Front",
Mitsubishi Motors Co,ECLIPSE CROSS 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,25.0,26.0,25.0,219.34457603738176,4-Wheel Drive,
Mitsubishi Motors Co,ECLIPSE CROSS ES 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,25.0,28.0,26.0,210.64535772428448,4-Wheel Drive,
Mitsubishi Motors Co,Outlander Sport 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,29.0,26.0,213.1308486708837,4-Wheel Drive,
Mitsubishi Motors Co,Outlander Sport 4WD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,23.0,28.0,25.0,217.4804578274324,4-Wheel Drive,
Nissan,ALTIMA,Midsize Cars,Car,5,Gasoline,0.0,0.0,27.0,39.0,32.0,174.6057389985957,"2-Wheel Drive, Front",
Nissan,ALTIMA AWD,Midsize Cars,Car,5,Gasoline,0.0,0.0,25.0,34.0,28.0,196.97515751798875,All Wheel Drive,
Nissan,ALTIMA SL/SR,Midsize Cars,Car,5,Gasoline,0.0,0.0,27.0,37.0,31.0,178.33397541849453,"2-Wheel Drive, Front",
Nissan,ARMADA 2WD,Standard SUV 2WD,SUV,8,Gasoline,0.0,0.0,16.0,20.0,18.0,308.822250114954,"2-Wheel Drive, Rear",
Nissan,ARMADA 4WD,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,16.0,19.0,17.0,325.59931400449875,4-Wheel Drive,
Nissan,ARMADA 4WD PRO-4X,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,15.0,18.0,16.0,345.4832415772926,4-Wheel Drive,
Nissan,KICKS,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,28.0,35.0,31.0,178.33397541849453,"2-Wheel Drive, Front",
Nissan,KICKS AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,27.0,34.0,30.0,185.79044825829223,All Wheel Drive,
Nissan,KICKS PLAY,Midsize Cars,Car,5,Gasoline,0.0,0.0,31.0,36.0,33.0,166.52789342214822,"2-Wheel Drive, Front",
Nissan,MURANO AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,21.0,27.0,23.0,240.4712490834752,All Wheel Drive,
Nissan,MURANO FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,21.0,27.0,23.0,240.4712490834752,"2-Wheel Drive, Front",
Nissan,PATHFINDER 2WD,Small SUV 2WD,SUV,8,Gasoline,0.0,0.0,20.0,27.0,23.0,242.33536729342464,"2-Wheel Drive, Front",
Nissan,PATHFINDER 4WD,Small SUV 4WD,SUV,8,Gasoline,0.0,0.0,21.0,27.0,23.0,235.5002671902768,4-Wheel Drive,
Nissan,PATHFINDER 4WD PLATINUM,Standard SUV 4WD,SUV,8,Gasoline,0.0,0.0,20.0,25.0,22.0,248.5490946599227,4-Wheel Drive,
Nissan,PATHFINDER 4WD ROCK CREEK,Small SUV 4WD,SUV,8,Gasoline,0.0,0.0,20.0,23.0,21.0,259.7338039196192,4-Wheel Drive,
Nissan,ROGUE AWD,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,28.0,35.0,31.0,178.33397541849453,All Wheel Drive,
Nissan,ROGUE AWD ROCK CREEK,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,27.0,32.0,29.0,190.76143015149069,All Wheel Drive,
Nissan,ROGUE AWD SL/PLATINUM,Small SUV 4WD,SUV,5,Gasoline,0.0,0.0,28.0,34.0,31.0,178.33397541849453,All Wheel Drive,
Nissan,ROGUE FWD,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,30.0,37.0,33.0,167.149266158798,"2-Wheel Drive, Front",
Nissan,ROGUE FWD SL/PLATINUM,Small SUV 2WD,SUV,5,Gasoline,0.0,0.0,29.0,36.0,32.0,172.7416207886463,"2-Wheel Drive, Front",
Nissan,SENTRA,Midsize Cars,Car,5,Gasoline,0.0,0.0,30.0,40.0,34.0,162.79965700224938,"2-Wheel Drive, Front",
Nissan,SENTRA SR,Midsize Cars,Car,5,Gasoline,0.0,0.0,30.0,38.0,33.0,167.77063889544783,"2-Wheel Drive, Front",
Nissan,VERSA,Compact Cars,Car,5,Gasoline,0.0,0.0,32.0,40.0,35.0,157.2073023724011,"2-Wheel Drive, Front",
Nissan,VERSA,Compact Cars,Car,5,Gasoline,0.0,0.0,27.0,35.0,30.0,183.9263300483428,"2-Wheel Drive, Front",
Nissan,Z,Two Seaters,Car,2,Gasoline,0.0,0.0,18.0,24.0,20.0,270.2971404426659,"2-Wheel Drive, Rear",
Nissan,Z,Two Seaters,Car,2,Gasoline,0.0,0.0,19.0,28.0,22.0,251.65595834317173,"2-Wheel Drive, Rear",
Nissan,Z NISMO,Two Seaters,Car,2,Gasoline,0.0,0.0,17.0,24.0,19.0,291.4238134887594,"2-Wheel Drive, Rear",
Porsche,718 Boxster,Two Seaters,Car,2,Gasoline,0.0,0.0,20.0,25.0,22.0,254.14144928977095,"2-Wheel Drive, Rear",
Porsche,718 Boxster,Two Seaters,Car,2,Gasoline,0.0,0.0,21.0,27.0,24.0,233.01477624367757,"2-Wheel Drive, Rear",
Porsche,718 Boxster GTS 4.0,Two Seaters,Car,2,Gasoline,0.0,0.0,17.0,24.0,19.0,284.58871338561147,"2-Wheel Drive, Rear",
Porsche,718 Boxster GTS 4.0,Two Seaters,Car,2,Gasoline,0.0,0.0,19.0,24.0,21.0,259.7338039196192,"2-Wheel Drive, Rear",
Porsche,718 Boxster S,Two Seaters,Car,2,Gasoline,0.0,0.0,19.0,24.0,21.0,262.8406676028683,"2-Wheel Drive, Rear",
Porsche,718 Boxster S,Two Seaters,Car,2,Gasoline,0.0,0.0,19.0,25.0,22.0,254.7628220264208,"2-Wheel Drive, Rear",
Porsche,718 Cayman,Two Seaters,Car,2,Gasoline,0.0,0.0,20.0,25.0,22.0,254.14144928977095,"2-Wheel Drive, Rear",
Porsche,718 Cayman,Two Seaters,Car,2,Gasoline,0.0,0.0,21.0,27.0,24.0,233.01477624367757,"2-Wheel Drive, Rear",
Porsche,718 Cayman GTS 4.0,Two Seaters,Car,2,Gasoline,0.0,0.0,17.0,24.0,19.0,284.58871338561147,"2-Wheel Drive, Rear",
Porsche,718 Cayman GTS 4.0,Two Seaters,Car,2,Gasoline,0.0,0.0,19.0,24.0,21.0,259.7338039196192,"2-Wheel Drive, Rear",
Porsche,718 Cayman S,Two Seaters,Car,2,Gasoline,0.0,0.0,19.0,24.0,21.0,262.8406676028683,"2-Wheel Drive, Rear",
Porsche,718 Cayman S,Two Seaters,Car,2,Gasoline,0.0,0.0,19.0,25.0,22.0,254.7628220264208,"2-Wheel Drive, Rear",
Porsche,718 GT4 RS,Two Seaters,Car,2,Gasoline,0.0,0.0,15.0,19.0,16.0,338.0267687374949,"2-Wheel Drive, Rear",
Porsche,718 Spyder RS,Two Seaters,Car,2,Gasoline,0.0,0.0,14.0,19.0,16.0,342.3763778940435,"2-Wheel Drive, Rear",
Porsche,911 Carrera,Minicompact Cars,Car,4,Gasoline,0.0,0.0,18.0,25.0,21.0,263.46204033951807,"2-Wheel Drive, Rear",
Porsche,911 Carrera 4 GTS,Minicompact Cars,Car,4,Gasoline,0.0,0.0,17.0,23.0,19.0,286.4528315955609,All Wheel Drive,
Porsche,911 Carrera 4 GTS Cabriolet,Minicompact Cars,Car,4,Gasoline,0.0,0.0,17.0,23.0,19.0,290.8024407521096,All Wheel Drive,
Porsche,911 Carrera Cabriolet,Minicompact Cars,Car,4,Gasoline,0.0,0.0,18.0,25.0,21.0,266.5689040227671,"2-Wheel Drive, Rear",
